pkg_name,dataset_name,dataset_title,dataset_description,dataset_format,dataset_source,dataset_reference,dataset_has_examples,dataset_has_links
abn,ex3.dag.data,Validation data set for use with abn library examples,1000 observations across with 13 binary variables and one grouping variable. Real (anonymised) data of unknown structure.,"A data frame, binary variables are factors list(""\n"", ""     "", list(list(""b1""), list(""binary"")), ""\n"", ""     "", list(list(""b2""), list(""binary"")), ""\n"", list(list(""b3""), list(""binary"")), ""\n"", list(list(""b4""), list(""binary"")), ""\n"", list(list(""b5""), list(""binary"")), ""\n"", list(list(""b6""), list(""binary"")), ""\n"", list(list(""b7""), list(""binary"")), ""\n"", list(list(""b8""), list(""binary"")), ""\n"", list(list(""b9""), list(""binary"")), ""\n"", list(list(""b10""), list(""binary"")), ""\n"", list(list(""b11""), list(""binary"")), ""\n"", list(list(""b12""), list(""binary"")), 
    ""\n"", list(list(""b13""), list(""binary"")), ""\n"", list(list(""group""), list(""binary, defines sampling groups"")), ""\n"", ""     "")","NA","NA",FALSE,FALSE
abn,ex4.dag.data,Valdiation data set for use with abn library examples,2000 observations across with 10 binary variables and one grouping variable. Real (anonymised) data of unknown structure.,"A data frame, binary variables are factors list(""\n"", ""     "", list(list(""b1""), list(""binary"")), ""\n"", ""     "", list(list(""b2""), list(""binary"")), ""\n"", list(list(""b3""), list(""binary"")), ""\n"", list(list(""b4""), list(""binary"")), ""\n"", list(list(""b5""), list(""binary"")), ""\n"", list(list(""b6""), list(""binary"")), ""\n"", list(list(""b7""), list(""binary"")), ""\n"", list(list(""b8""), list(""binary"")), ""\n"", list(list(""b9""), list(""binary"")), ""\n"", list(list(""b10""), list(""binary"")), ""\n"", list(list(""group""), list(""binary, defines sampling groups"")), ""\n"", ""     "")","NA","NA",FALSE,FALSE
abn,ex5.dag.data,Valdiation data set for use with abn library examples,"434 observations across with 18 variables, 6 binary and 12 continuous, and one grouping variable. Real (anonymised) data of unknown structure.","A data frame, binary variables are factors list(""\n"", ""     "", list(list(""b1""), list(""binary"")), ""\n"", ""     "", list(list(""b2""), list(""binary"")), ""\n"", list(list(""b3""), list(""binary"")), ""\n"", list(list(""b4""), list(""binary"")), ""\n"", list(list(""b5""), list(""binary"")), ""\n"", list(list(""b6""), list(""binary"")), ""\n"", list(list(""g1""), list(""continuous"")), ""\n"", list(list(""g2""), list(""continuous"")), ""\n"", list(list(""g3""), list(""continuous"")), ""\n"", list(list(""g4""), list(""continuous"")), ""\n"", list(list(""g5""), list(""continuous"")), ""\n"", list(list(""g6""), 
    list(""continuous"")), ""\n"", list(list(""g7""), list(""continuous"")), ""\n"", list(list(""g8""), list(""continuous"")), ""\n"", list(list(""g9""), list(""continuous"")), ""\n"", list(list(""g10""), list(""continuous"")), ""\n"", list(list(""g11""), list(""continuous"")), ""\n"", list(list(""g12""), list(""continuous"")), ""\n"", list(list(""group""), list(""factor,defines sampling groups"")), ""\n"", ""     "")","NA","NA",FALSE,FALSE
abn,ex1.dag.data,Synthetic validation data set for use with abn library examples,"10000 observations simulated from a DAG with 10 variables from Poisson, Bernoulli and Gaussian distributions.","A data frame, binary variables are factors.The relevant formulas are given below (note these do not give parameter estimates just the form of the relationships, like in glm(), e.g. logit()=1+p1 means a logit link function and comprises of an intercept term and a term involving p1). list(""\n"", ""     "", list(list(""b1""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""p1""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""g1""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""b2""), list(""binary, logit()=1"")), ""\n"", ""     "", list(list(""p2""), list(""poisson, log()=1+b1+p1 "")), ""\n"", ""     "", list(list(""b3""), list(""binary, logit()=1+b1+g1+b2 "")), ""\n"", ""     "", list(list(""g2""), list(""gaussian, identify()=1+p1+g1+b2 "")), ""\n"", ""     "", list(list(""b4""), list(""binary, logit()=1+g1+p2"")), 
    ""\n"", ""     "", list(list(""b5""), list(""binary, logit()=1+g1+g2 "")), ""\n"", ""     "", list(list(""g3""), list(""gaussian, identity()=1+g1+b2 "")), ""\n"", ""     \n"", ""     "")","NA","NA",TRUE,FALSE
abn,ex2.dag.data,Synthetic validation data set for use with abn library examples,"10000 observations simulated from a DAG with 18 variables three sets each from Poisson, Bernoulli and Gaussian distributions.","A data frame, binary variables are factors. The relevant formulas are given below (note these do not give parameter estimates just the form of the relationships, e.g. logit()=1 means a logit link function and comprises of only an intercept term). list(""\n"", ""     "", list(list(""b1""), list(""binary,logit()=1+g1+b2+b3+p3+b4+g4+b5"")), ""\n"", ""     "", list(list(""g1""), list(""gaussian,identity()=1"")), ""\n"", ""     "", list(list(""p1""), list(""poisson,log()=1+g6"")), ""\n"", ""     "", list(list(""b2""), list(""binary,logit()=1+p3+b4+p6"")), ""\n"", ""     "", list(list(""g2""), list(""gaussian,identify()=1+b2"")), ""\n"", ""     "", list(list(""p2""), list(""poisson,log()=1+b2"")), ""\n"", ""     "", list(list(""b3""), list(""binary,logit()=1+g1+g2+p2+g3+p3+g4"")), ""\n"", ""     "", list(
    list(""g3""), list(""gaussian,identify()=1+g1+p3+b4"")), ""\n"", ""     "", list(list(""p3""), list(""poisson,log()=1"")), ""\n"", ""     "", list(list(""b4""), list(""binary,logit()=1+g1+p3+p5"")), ""\n"", ""     "", list(list(""g4""), list(""gaussian,identify()=1+b4;"")), ""\n"", ""     "", list(list(""p4""), list(""poisson,log()=1+g1+b2+g2+b5"")), ""\n"", ""     "", list(list(""b5""), list(""binary,logit()=1+b2+g2+b3+p3+g4"")), ""\n"", ""     "", list(list(""g5""), list(""gaussian,identify()=1"")), ""\n"", ""     "", list(list(""p5""), list(""poisson,log()=1+g1+g5+b6+g6"")), 
    ""\n"", ""     "", list(list(""b6""), list(""binary,logit()=1"")), ""\n"", ""     "", list(list(""g6""), list(""gaussian,identify()=1"")), ""\n"", ""     "", list(list(""p6""), list(""poisson,log()=1+g5"")), ""\n"", ""     "")","NA","NA",TRUE,FALSE
abn,ex0.dag.data,Synthetic validation data set for use with abn library examples,"300 observations simulated from a DAG with 10 binary variables, 10 gaussian variables and 10 poisson variables.","A data frame, binary variables are factors. The relevant formulas are given below (note these do not give parameter estimates just the form of the relationships, e.g. logit()=1 means a logit link function and comprises of only an intercept term). list(""\n"", ""     "", list(list(""b1""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""b2""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""b3""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""b4""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""b5""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""b6""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""b7""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""b8""), list(""binary, logit()=1 "")), ""\n"", ""     "", 
    list(list(""b9""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""b10""), list(""binary, logit()=1 "")), ""\n"", ""     "", list(list(""g1""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""g2""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""g3""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""g4""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""g5""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""g6""), list(""gaussian, identity()=1 "")), 
    ""\n"", ""     "", list(list(""g7""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""g8""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""g9""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""g10""), list(""gaussian, identity()=1 "")), ""\n"", ""     "", list(list(""p1""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""p2""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""p3""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""p4""), list(""poisson, log()=1 "")), 
    ""\n"", ""     "", list(list(""p5""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""p6""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""p7""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""p8""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""p9""), list(""poisson, log()=1 "")), ""\n"", ""     "", list(list(""p10""), list(""poisson, log()=1 "")), ""\n"", ""     "")","NA","NA",TRUE,FALSE
AbsFilterGSEA,example,Normalized RNA-seq count data,This is toy example of RNA-seq raw read count table. It containes 10000 genes  and 6 samples (three for case and other three for control group).,"A data frame with 10000 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""groupA1"")), list(""a numeric vector for RNA-seq counts for case samples 1."")), ""\n"", ""\t"", list(list(list(""groupA2"")), list(""a numeric vector for RNA-seq counts for case samples 2."")), ""\n"", ""\t"", list(list(list(""groupA3"")), list(""a numeric vector for RNA-seq counts for case samples 3."")), ""\n"", ""\t"", list(list(list(""groupB1"")), list(""a numeric vector for RNA-seq counts for control samples 1."")), ""\n"", ""\t"", list(list(list(""groupB2"")), list(""a numeric vector for RNA-seq counts for control samples 2."")), 
    ""\n"", ""\t"", list(list(list(""groupB3"")), list(""a numeric vector for RNA-seq counts for control samples 3."")), ""\n"", ""  "")","Cancer Genome Atlas Research, N. Comprehensive molecular characterization of clear cell renal cell carcinoma. Nature 2013;499(7456):43-49.","Chen, Y., et al. edgeR: differential expression analysis of digital gene expression data User's Guide. 2015.",TRUE,FALSE
acc,weight,Sample weights for the subsample included in data(NHANES),Sample weights for the subsample included in data(NHANES).,A data frame with 2763 rows and 2 variables,"NA",National Cancer Institute. SAS Programs for analyzing NHANES 2003-2004 accelerometer data; [cited 2015 December 28]. Available from: http://appliedresearch.cancer.gov/nhanes_pam.,FALSE,FALSE
acc,NHANES,NHANES data,NHANES 2003 data,A data frame with 19323 rows and 11 variables. This consists physical activity data for 2763 individuals.,"NA","NA",FALSE,FALSE
accelerometry,tridata,Triaxial Sample Data,This dataset is used to illustrate the accel.process.tri function in the accelerometry package.,"The format is: int [1:10080, 1:4] 118 0 0 2 0 0 0 20 0 0 ... - attr(*, ""dimnames"")=List of 2 ..$ : chr [1:10080] ""526"" ""527"" ""528"" ""529"" ... ..$ : chr [1:4] ""vert"" ""ap"" ""ml"" ""steps""","This data was graciously provided by Ei Ei Khaing Nang from the Department of Epidemiology and Public Health, Yong Loo Lin School of Medicine,  National University of Singapore, Singapore, Republic of Singapore.",Acknowledgment: This material is based upon work supported by the National Science Foundation Graduate Research Fellowship under Grant No. DGE-0940903.,TRUE,FALSE
accelerometry,unidata,Uniaxial Sample Data,This dataset is used to illustrate the various functions in the package accelerometry.,"The format is: int [1:50400, 1:3] 21005 21005 21005 21005 21005 21005 21005 21005 21005 21005 ... - attr(*, ""dimnames"")=List of 2 ..$ : NULL ..$ : chr [1:3] ""seqn"" ""paxday"" ""paxinten""","The data is for from five participants in NHANES 2003-2004 [1]. The full dataset is available at: list(""http://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2003"")","1. Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS). National Health and Nutrition Examination Survey Data. Hyattsville, MD: US Department of Health and Human Services, Centers for Disease Control and Prevention, 2003-6 list(""http://www.cdc.gov/nchs/nhanes/nhanes_questionnaires.htm"") . Accessed July 31, 2014. Acknowledgment: This material is based upon work supported by the National Science Foundation Graduate Research Fellowship under Grant No. DGE-0940903.",TRUE,FALSE
accelerometry,accelerometry-package,Functions for Processing Minute-to-Minute Accelerometer Data,"A collection of functions that perform operations on time-series accelerometer data, such as identify non-wear time, flag minutes that are part of an activity bout, and find the maximum 10-minute average count value. The functions are generally very flexible, allowing for a variety of algorithms to be implemented. Most of the functions are written in C++ for efficiency.","NA","NA","1. Dirk Eddelbuettel and Romain Francois (2011). Rcpp: Seamless R and C++ Integration. Journal of Statistical Software, 40(8), 1-18. list(""http://www.jstatsoft.org/v40/i08/"") . 2. Dirk Eddelbuettel (2013). Seamless R and C++ Integration with Rcpp. Springer, New York. ISBN 978-1-4614-6867-7. 3. Centers for Disease Control and Prevention (CDC). National Center for Health Statistics (NCHS). National Health and Nutrition Examination Survey Data. Hyattsville, MD: US Department of Health and Human Services, Centers for Disease Control and Prevention, 2003-6. Available at: list(""http://www.cdc.gov/nchs/nhanes/nhanes_questionnaires.htm"") . Accessed July 31, 2014. 4. Dane R. Van Domelen, W. Stephen Pittard, and Tamara B. Harris (2014). nhanesaccel: Process accelerometer data from NHANES 2003-2006. R package version 2.1.1. list(""http://R-Forge.R-project.org/projects/nhanesaccel"") 5. National Cancer Institute. Risk factor monitoring and methods: SAS programs for analyzing NHANES 2003-2004 accelerometer data. Available at: list(""http://riskfactor.cancer.gov/tools/nhanes_pam"") Acknowledgment: This material is based upon work supported by the National Science Foundation Graduate Research Fellowship under Grant No. DGE-0940903.",TRUE,TRUE
